UserID,Date,Day,WorkoutType,Duration_Minutes,Calories_Burned
U0074,20-03-2024,Wednesday,HIIT,31,436
U0083,18-01-2024,Thursday,Yoga,66,138
U0133,01-05-2024,Wednesday,Yoga,76,151
U0187,14-03-2024,Thursday,Strength,72,425
U0433,08-06-2024,Saturday,Yoga,67,225
U0450,23-06-2024,Sunday,Running,27,679
U0437,27-01-2024,Saturday,Yoga,68,222
U0448,28-04-2024,Sunday,Walking,31,219
U0056,22-01-2024,Monday,Cycling,33,471
U0163,28-03-2024,Thursday,HIIT,82,582
U0280,09-02-2024,Friday,Strength,38,490
U0032,02-04-2024,Tuesday,Strength,80,211
U0139,05-03-2024,Tuesday,Walking,42,120
U0153,25-04-2024,Thursday,Strength,87,294
U0048,19-04-2024,Friday,Yoga,58,209
U0275,25-06-2024,Tuesday,Cycling,75,542
U0040,19-06-2024,Wednesday,HIIT,38,427
U0479,07-02-2024,Wednesday,Strength,60,334
U0231,02-02-2024,Friday,Walking,77,148
U0216,27-06-2024,Thursday,HIIT,41,457
U0498,22-06-2024,Saturday,HIIT,21,507
U0420,01-02-2024,Thursday,Walking,83,190
U0425,18-05-2024,Saturday,Strength,86,290
U0192,15-02-2024,Thursday,HIIT,40,782
U0325,13-03-2024,Wednesday,Walking,32,205
U0054,07-05-2024,Tuesday,Walking,89,108
U0342,15-03-2024,Friday,Strength,47,395
U0439,30-04-2024,Tuesday,Running,64,537
U0401,27-02-2024,Tuesday,HIIT,56,779
U0345,02-03-2024,Saturday,Running,73,316
U0431,12-05-2024,Sunday,Walking,60,242
U0499,10-04-2024,Wednesday,Cycling,70,545
U0373,14-02-2024,Wednesday,Strength,60,318
U0259,31-01-2024,Wednesday,Walking,70,182
U0105,24-01-2024,Wednesday,Running,23,523
U0472,21-01-2024,Sunday,HIIT,68,445
U0335,26-02-2024,Monday,Yoga,44,216
U0141,22-01-2024,Monday,Cycling,22,546
U0055,06-02-2024,Tuesday,Yoga,53,139
U0468,23-02-2024,Friday,Strength,32,237
U0108,24-06-2024,Monday,Strength,68,282
U0006,15-02-2024,Thursday,Walking,24,239
U0003,10-02-2024,Saturday,HIIT,52,624
U0266,11-05-2024,Saturday,Cycling,47,308
U0113,22-01-2024,Monday,Walking,36,189
U0363,21-05-2024,Tuesday,Walking,57,149
U0129,14-02-2024,Wednesday,Cycling,55,302
U0407,22-02-2024,Thursday,Walking,82,181
U0319,28-01-2024,Sunday,HIIT,69,541
U0231,12-02-2024,Monday,Running,85,429
U0181,11-04-2024,Thursday,Running,34,392
U0038,25-02-2024,Sunday,Walking,67,181
U0353,03-01-2024,Wednesday,Walking,62,243
U0034,08-04-2024,Monday,Yoga,47,146
U0294,14-06-2024,Friday,Strength,75,300
U0256,12-01-2024,Friday,Yoga,73,235
U0303,08-04-2024,Monday,Cycling,22,259
U0146,03-02-2024,Saturday,Strength,24,372
U0036,30-04-2024,Tuesday,Running,73,670
U0205,21-01-2024,Sunday,HIIT,60,502
U0253,13-06-2024,Thursday,Running,67,616
U0072,27-01-2024,Saturday,Yoga,75,142
U0418,17-05-2024,Friday,Running,26,432
U0136,25-03-2024,Monday,Walking,68,130
U0065,22-03-2024,Friday,Cycling,72,478
U0124,27-05-2024,Monday,Strength,82,315
U0393,16-03-2024,Saturday,Walking,30,119
U0039,06-05-2024,Monday,Running,47,306
U0097,04-05-2024,Saturday,Running,63,406
U0390,20-03-2024,Wednesday,Walking,78,156
U0470,03-04-2024,Wednesday,Strength,77,404
U0143,18-04-2024,Thursday,Cycling,59,581
U0382,29-01-2024,Monday,Cycling,22,345
U0232,31-03-2024,Sunday,Yoga,35,210
U0204,08-05-2024,Wednesday,Strength,85,339
U0026,15-06-2024,Saturday,Strength,74,406
U0272,04-06-2024,Tuesday,Strength,86,225
U0491,29-01-2024,Monday,Cycling,34,268
U0273,26-01-2024,Friday,Yoga,48,220
U0376,26-06-2024,Wednesday,Yoga,83,172
U0362,01-06-2024,Saturday,Yoga,20,248
U0437,25-06-2024,Tuesday,Cycling,41,598
U0461,26-04-2024,Friday,Cycling,21,492
U0499,08-03-2024,Friday,Running,41,647
U0001,05-05-2024,Sunday,Cycling,80,273
U0428,28-02-2024,Wednesday,HIIT,84,505
U0232,05-05-2024,Sunday,Walking,64,193
U0235,04-01-2024,Thursday,Yoga,58,252
U0352,12-05-2024,Sunday,Walking,22,227
U0016,03-03-2024,Sunday,HIIT,75,543
U0495,11-03-2024,Monday,Walking,89,189
U0455,25-03-2024,Monday,Strength,73,221
U0360,28-03-2024,Thursday,HIIT,35,497
U0497,03-01-2024,Wednesday,Strength,38,467
U0341,11-02-2024,Sunday,Yoga,82,195
U0112,13-03-2024,Wednesday,HIIT,35,570
U0339,01-01-2024,Monday,Running,52,370
U0080,23-01-2024,Tuesday,Walking,54,174
U0113,09-01-2024,Tuesday,Strength,65,397
U0496,26-01-2024,Friday,Yoga,58,164
U0412,28-05-2024,Tuesday,Cycling,45,319
U0157,22-01-2024,Monday,Yoga,79,216
U0270,23-04-2024,Tuesday,Walking,60,209
U0239,17-04-2024,Wednesday,Strength,79,415
U0315,18-03-2024,Monday,Cycling,85,315
U0028,10-04-2024,Wednesday,Cycling,71,253
U0044,15-01-2024,Monday,Yoga,33,144
U0354,25-03-2024,Monday,Running,35,679
U0360,22-02-2024,Thursday,HIIT,38,695
U0155,09-06-2024,Sunday,Yoga,20,296
U0001,09-02-2024,Friday,HIIT,35,403
U0013,09-05-2024,Thursday,Strength,70,407
U0420,01-03-2024,Friday,HIIT,53,571
U0326,06-01-2024,Saturday,Cycling,38,586
U0103,01-05-2024,Wednesday,Strength,57,452
U0201,08-04-2024,Monday,Walking,33,172
U0235,31-01-2024,Wednesday,HIIT,69,680
U0022,31-03-2024,Sunday,Cycling,79,484
U0257,08-05-2024,Wednesday,Cycling,64,518
U0336,08-02-2024,Thursday,Yoga,63,191
U0470,14-06-2024,Friday,Strength,68,292
U0398,17-06-2024,Monday,HIIT,53,528
U0317,13-04-2024,Saturday,Running,25,315
U0256,22-06-2024,Saturday,Strength,61,253
U0373,08-04-2024,Monday,Strength,28,258
U0227,05-04-2024,Friday,HIIT,23,543
U0327,26-05-2024,Sunday,HIIT,45,697
U0116,21-02-2024,Wednesday,Walking,40,106
U0323,20-06-2024,Thursday,Running,46,317
U0291,19-05-2024,Sunday,Running,63,394
U0427,23-02-2024,Friday,HIIT,80,786
U0411,18-01-2024,Thursday,Strength,74,491
U0401,12-05-2024,Sunday,Yoga,32,179
U0170,06-01-2024,Saturday,Cycling,57,449
U0496,14-03-2024,Thursday,Running,88,594
U0317,15-01-2024,Monday,HIIT,34,366
U0216,07-03-2024,Thursday,Cycling,62,280
U0474,18-06-2024,Tuesday,Running,50,552
U0487,16-04-2024,Tuesday,HIIT,30,720
U0054,10-01-2024,Wednesday,Strength,84,420
U0401,28-02-2024,Wednesday,Running,27,313
U0283,03-05-2024,Friday,Running,69,692
U0282,05-02-2024,Monday,Running,76,360
U0224,15-01-2024,Monday,Cycling,49,551
U0291,12-01-2024,Friday,Running,51,329
U0145,12-01-2024,Friday,Yoga,64,182
U0246,17-06-2024,Monday,Running,29,339
U0460,26-02-2024,Monday,Strength,58,325
U0164,27-06-2024,Thursday,HIIT,84,711
U0144,21-01-2024,Sunday,Cycling,37,368
U0191,06-02-2024,Tuesday,Running,50,657
U0256,09-01-2024,Tuesday,Yoga,55,196
U0438,05-06-2024,Wednesday,Strength,83,427
U0106,07-04-2024,Sunday,Cycling,75,276
U0391,30-03-2024,Saturday,Running,63,434
U0444,19-04-2024,Friday,Walking,27,236
U0238,18-04-2024,Thursday,HIIT,86,731
U0068,04-01-2024,Thursday,Yoga,55,258
U0203,10-01-2024,Wednesday,HIIT,55,750
U0064,19-03-2024,Tuesday,HIIT,61,358
U0005,29-04-2024,Monday,Running,65,545
U0297,21-01-2024,Sunday,Yoga,90,232
U0133,06-05-2024,Monday,Cycling,49,339
U0336,10-01-2024,Wednesday,Cycling,84,546
U0032,07-03-2024,Thursday,Yoga,22,258
U0180,28-01-2024,Sunday,Running,84,527
U0167,26-05-2024,Sunday,Yoga,73,229
U0168,04-06-2024,Tuesday,Yoga,62,215
U0083,04-04-2024,Thursday,Running,57,376
U0414,21-03-2024,Thursday,HIIT,85,775
U0017,17-06-2024,Monday,Walking,39,244
U0258,27-05-2024,Monday,Walking,90,235
U0409,14-01-2024,Sunday,HIIT,80,512
U0100,27-05-2024,Monday,Yoga,51,212
U0384,30-01-2024,Tuesday,Walking,50,243
U0259,20-01-2024,Saturday,Yoga,81,234
U0424,02-02-2024,Friday,HIIT,51,690
U0311,07-03-2024,Thursday,Yoga,63,140
U0076,27-05-2024,Monday,Strength,45,285
U0135,21-05-2024,Tuesday,Walking,80,210
U0013,25-06-2024,Tuesday,Cycling,29,513
U0066,12-04-2024,Friday,Walking,50,186
U0303,04-06-2024,Tuesday,HIIT,33,579
U0323,25-04-2024,Thursday,Walking,75,146
U0371,30-05-2024,Thursday,HIIT,30,695
U0195,23-03-2024,Saturday,Strength,42,249
U0253,28-03-2024,Thursday,Running,86,568
U0197,22-03-2024,Friday,Cycling,38,357
U0451,06-06-2024,Thursday,Yoga,32,162
U0250,22-04-2024,Monday,Cycling,41,382
U0073,25-01-2024,Thursday,Cycling,90,336
U0410,19-02-2024,Monday,Running,82,313
U0375,23-04-2024,Tuesday,HIIT,36,577
U0253,08-03-2024,Friday,Running,37,442
U0382,26-02-2024,Monday,Walking,29,216
U0323,11-05-2024,Saturday,Walking,29,233
U0163,18-02-2024,Sunday,HIIT,24,420
U0193,26-02-2024,Monday,Walking,45,147
U0376,07-05-2024,Tuesday,Yoga,36,142
U0002,21-04-2024,Sunday,Running,82,585
U0353,08-03-2024,Friday,HIIT,68,597
U0337,16-02-2024,Friday,Yoga,49,244
U0307,01-04-2024,Monday,HIIT,81,736
U0215,24-04-2024,Wednesday,Yoga,51,149
U0339,30-01-2024,Tuesday,Yoga,70,243
U0352,01-03-2024,Friday,Running,57,437
U0396,23-03-2024,Saturday,Yoga,60,233
U0468,14-01-2024,Sunday,Yoga,82,206
U0210,26-02-2024,Monday,HIIT,41,664
U0067,03-06-2024,Monday,HIIT,22,749
U0468,31-03-2024,Sunday,HIIT,28,535
U0102,10-02-2024,Saturday,HIIT,70,541
U0212,25-02-2024,Sunday,HIIT,51,402
U0204,04-05-2024,Saturday,Running,40,444
U0018,10-03-2024,Sunday,Walking,35,169
U0442,22-01-2024,Monday,Running,29,558
U0310,08-02-2024,Thursday,Running,70,399
U0381,06-01-2024,Saturday,Yoga,55,145
U0242,06-04-2024,Saturday,Yoga,74,224
U0146,28-06-2024,Friday,HIIT,84,722
U0488,05-04-2024,Friday,HIIT,33,553
U0229,04-04-2024,Thursday,Strength,33,273
U0049,23-05-2024,Thursday,Cycling,46,553
U0316,01-05-2024,Wednesday,HIIT,49,509
U0428,08-02-2024,Thursday,Running,61,652
U0138,25-06-2024,Tuesday,Cycling,82,505
U0363,03-05-2024,Friday,HIIT,30,542
U0388,04-01-2024,Thursday,Cycling,86,312
U0020,18-04-2024,Thursday,Strength,41,271
U0215,12-04-2024,Friday,Running,57,360
U0315,05-04-2024,Friday,HIIT,41,761
U0266,03-06-2024,Monday,Yoga,80,204
U0367,01-05-2024,Wednesday,Running,60,513
U0160,28-06-2024,Friday,Cycling,45,298
U0032,08-06-2024,Saturday,Strength,40,486
U0322,04-01-2024,Thursday,Cycling,55,468
U0479,06-03-2024,Wednesday,HIIT,89,653
U0053,25-02-2024,Sunday,Yoga,42,146
U0301,14-06-2024,Friday,Strength,62,341
U0108,13-02-2024,Tuesday,Running,49,410
U0244,01-01-2024,Monday,Yoga,29,250
U0168,18-03-2024,Monday,HIIT,35,746
U0362,01-05-2024,Wednesday,Yoga,59,255
U0490,12-02-2024,Monday,Walking,55,225
U0356,05-03-2024,Tuesday,Walking,35,106
U0444,03-04-2024,Wednesday,Strength,64,486
U0196,05-04-2024,Friday,Cycling,21,476
U0301,20-03-2024,Wednesday,Yoga,32,248
U0018,14-06-2024,Friday,Yoga,81,298
U0498,26-05-2024,Sunday,Running,80,611
U0384,14-06-2024,Friday,HIIT,33,711
U0446,03-02-2024,Saturday,Running,73,361
U0440,19-05-2024,Sunday,Yoga,44,124
U0460,13-02-2024,Tuesday,HIIT,66,563
U0034,19-02-2024,Monday,HIIT,38,577
U0142,04-06-2024,Tuesday,Cycling,84,338
U0288,30-03-2024,Saturday,Running,63,538
U0046,30-01-2024,Tuesday,Running,43,673
U0393,13-02-2024,Tuesday,Running,47,626
U0158,23-06-2024,Sunday,Walking,44,173
U0092,12-03-2024,Tuesday,Cycling,60,365
U0152,07-03-2024,Thursday,Walking,76,193
U0179,13-06-2024,Thursday,HIIT,77,547
U0276,25-05-2024,Saturday,Cycling,75,580
U0359,08-05-2024,Wednesday,HIIT,54,461
U0134,09-01-2024,Tuesday,Running,86,637
U0301,23-03-2024,Saturday,Yoga,68,128
U0323,01-04-2024,Monday,Running,40,515
U0096,01-04-2024,Monday,Yoga,40,167
U0304,27-05-2024,Monday,Walking,75,195
U0308,27-03-2024,Wednesday,Strength,71,459
U0219,09-03-2024,Saturday,HIIT,71,435
U0454,01-06-2024,Saturday,Walking,87,185
U0404,14-01-2024,Sunday,Running,59,692
U0236,01-01-2024,Monday,Walking,38,147
U0121,22-02-2024,Thursday,Strength,31,484
U0003,02-05-2024,Thursday,Cycling,64,491
U0468,30-04-2024,Tuesday,Walking,68,181
U0391,04-02-2024,Sunday,Strength,61,401
U0178,05-05-2024,Sunday,Walking,23,192
U0175,08-05-2024,Wednesday,Running,70,339
U0023,24-02-2024,Saturday,Yoga,75,218
U0146,20-03-2024,Wednesday,Strength,81,291
U0350,12-05-2024,Sunday,Running,79,342
U0412,04-01-2024,Thursday,Cycling,60,544
U0006,04-05-2024,Saturday,Walking,71,129
U0310,25-04-2024,Thursday,HIIT,67,536
U0403,15-02-2024,Thursday,Strength,88,240
U0173,31-05-2024,Friday,Yoga,45,236
U0145,11-01-2024,Thursday,Running,82,535
U0173,21-06-2024,Friday,Yoga,23,165
U0009,24-04-2024,Wednesday,Yoga,58,272
U0273,11-04-2024,Thursday,Cycling,42,523
U0325,06-05-2024,Monday,Strength,55,324
U0292,27-04-2024,Saturday,Running,29,467
U0196,11-05-2024,Saturday,Walking,30,105
U0095,06-03-2024,Wednesday,Walking,30,177
U0316,11-05-2024,Saturday,HIIT,51,592
U0390,21-04-2024,Sunday,Yoga,43,291
U0466,16-02-2024,Friday,Walking,56,206
U0337,03-02-2024,Saturday,Yoga,54,282
U0116,05-01-2024,Friday,Walking,61,217
U0302,17-04-2024,Wednesday,Walking,62,187
U0175,22-03-2024,Friday,Yoga,76,247
U0345,09-04-2024,Tuesday,Yoga,71,266
U0288,29-03-2024,Friday,Running,46,682
U0232,21-06-2024,Friday,Strength,23,285
U0290,20-04-2024,Saturday,Strength,22,451
U0472,17-05-2024,Friday,Cycling,68,313
U0057,26-05-2024,Sunday,Yoga,42,260
U0215,02-06-2024,Sunday,Yoga,60,281
U0258,17-05-2024,Friday,HIIT,70,496
U0081,15-02-2024,Thursday,Strength,56,437
U0350,26-01-2024,Friday,Strength,73,214
U0071,05-06-2024,Wednesday,HIIT,84,361
U0313,04-03-2024,Monday,Cycling,80,296
U0283,10-05-2024,Friday,Cycling,40,438
U0166,03-02-2024,Saturday,Yoga,28,267
U0351,03-06-2024,Monday,Strength,50,256
U0447,10-02-2024,Saturday,Cycling,79,285
U0444,13-05-2024,Monday,Strength,69,475
U0366,07-01-2024,Sunday,Strength,81,403
U0187,12-04-2024,Friday,Walking,85,131
U0054,07-02-2024,Wednesday,Yoga,34,213
U0073,03-03-2024,Sunday,Strength,46,237
U0386,03-03-2024,Sunday,Yoga,63,204
U0291,11-03-2024,Monday,HIIT,24,497
U0114,04-04-2024,Thursday,HIIT,66,640
U0244,22-04-2024,Monday,Walking,57,198
U0132,12-06-2024,Wednesday,Cycling,23,548
U0133,03-04-2024,Wednesday,Walking,85,143
U0498,29-03-2024,Friday,Walking,39,196
U0444,04-05-2024,Saturday,Walking,41,103
U0343,17-01-2024,Wednesday,Yoga,48,177
U0333,20-02-2024,Tuesday,Yoga,83,283
U0460,28-02-2024,Wednesday,Walking,45,125
U0488,25-03-2024,Monday,HIIT,28,796
U0497,15-01-2024,Monday,Strength,86,293
U0117,25-06-2024,Tuesday,Walking,78,171
U0047,18-02-2024,Sunday,Walking,28,158
U0125,29-05-2024,Wednesday,HIIT,81,513
U0101,02-05-2024,Thursday,Running,76,342
U0111,02-06-2024,Sunday,Strength,58,420
U0369,23-04-2024,Tuesday,Walking,44,164
U0387,14-04-2024,Sunday,HIIT,54,609
U0264,13-03-2024,Wednesday,Walking,58,243
U0258,20-03-2024,Wednesday,Walking,76,230
U0241,06-05-2024,Monday,Cycling,42,471
U0176,12-06-2024,Wednesday,Walking,88,178
U0257,19-03-2024,Tuesday,Yoga,87,295
U0293,21-06-2024,Friday,Cycling,61,348
U0313,18-06-2024,Tuesday,Cycling,61,492
U0118,08-03-2024,Friday,Strength,58,370
U0425,21-03-2024,Thursday,Strength,59,413
U0029,14-04-2024,Sunday,Yoga,37,124
U0151,05-04-2024,Friday,Running,61,518
U0409,25-02-2024,Sunday,HIIT,84,474
U0167,02-05-2024,Thursday,Walking,80,171
U0311,30-05-2024,Thursday,Strength,27,375
U0190,22-04-2024,Monday,Yoga,34,138
U0423,08-02-2024,Thursday,Cycling,58,352
U0168,26-05-2024,Sunday,HIIT,53,421
U0446,28-06-2024,Friday,Walking,60,219
U0117,27-04-2024,Saturday,Yoga,62,300
U0072,31-01-2024,Wednesday,Walking,72,235
U0031,11-05-2024,Saturday,Yoga,22,128
U0405,17-05-2024,Friday,Strength,56,234
U0290,24-01-2024,Wednesday,HIIT,34,643
U0313,15-06-2024,Saturday,Cycling,29,600
U0456,08-02-2024,Thursday,Walking,62,216
U0271,26-06-2024,Wednesday,Walking,75,199
U0010,03-01-2024,Wednesday,Cycling,61,327
U0273,27-04-2024,Saturday,Walking,45,148
U0396,07-02-2024,Wednesday,Cycling,59,301
U0400,02-02-2024,Friday,HIIT,64,686
U0104,18-03-2024,Monday,Cycling,74,369
U0450,22-04-2024,Monday,Running,68,313
U0225,12-04-2024,Friday,Cycling,46,444
U0260,28-05-2024,Tuesday,Walking,86,191
U0384,22-03-2024,Friday,Strength,44,384
U0261,29-01-2024,Monday,Strength,22,404
U0182,02-04-2024,Tuesday,Yoga,28,196
U0334,13-06-2024,Thursday,Strength,80,365
U0434,04-03-2024,Monday,Cycling,21,515
U0391,10-01-2024,Wednesday,Running,46,678
U0422,10-02-2024,Saturday,Strength,42,292
U0403,11-02-2024,Sunday,Running,83,404
U0319,23-03-2024,Saturday,Running,23,469
U0468,14-04-2024,Sunday,Running,89,493
U0008,30-03-2024,Saturday,Cycling,31,283
U0439,17-05-2024,Friday,Strength,37,359
U0461,06-03-2024,Wednesday,Cycling,61,526
U0384,26-05-2024,Sunday,Cycling,36,513
U0381,25-01-2024,Thursday,Walking,71,164
U0095,17-06-2024,Monday,Yoga,62,291
U0453,09-03-2024,Saturday,Cycling,61,441
U0383,08-04-2024,Monday,Walking,26,108
U0428,01-03-2024,Friday,Cycling,70,255
U0097,09-06-2024,Sunday,HIIT,71,629
U0061,12-03-2024,Tuesday,Walking,85,224
U0396,20-05-2024,Monday,Strength,32,334
U0219,13-06-2024,Thursday,Running,89,364
U0062,20-05-2024,Monday,Walking,57,241
U0482,22-01-2024,Monday,HIIT,43,780
U0398,05-01-2024,Friday,Cycling,65,557
U0269,13-01-2024,Saturday,HIIT,66,435
U0082,26-01-2024,Friday,Walking,41,138
U0277,05-06-2024,Wednesday,Strength,45,351
U0498,17-04-2024,Wednesday,Strength,79,200
U0363,22-05-2024,Wednesday,Walking,59,205
U0072,06-02-2024,Tuesday,Strength,40,281
U0201,31-05-2024,Friday,Cycling,51,286
U0064,29-05-2024,Wednesday,Walking,39,183
U0006,12-06-2024,Wednesday,Running,86,459
U0153,01-02-2024,Thursday,HIIT,78,370
U0430,06-03-2024,Wednesday,Running,79,518
U0116,13-05-2024,Monday,Running,31,674
U0429,28-06-2024,Friday,Strength,73,343
U0464,05-03-2024,Tuesday,Walking,85,121
U0007,26-01-2024,Friday,Walking,82,211
U0341,09-03-2024,Saturday,Running,82,587
U0446,19-06-2024,Wednesday,Strength,25,250
U0061,02-03-2024,Saturday,Yoga,73,208
U0294,13-05-2024,Monday,Running,71,621
U0093,07-01-2024,Sunday,Walking,62,216
U0435,05-03-2024,Tuesday,Yoga,64,190
U0167,27-04-2024,Saturday,Walking,53,240
U0332,23-03-2024,Saturday,Walking,71,122
U0171,31-03-2024,Sunday,HIIT,88,401
U0328,13-04-2024,Saturday,Yoga,83,217
U0180,27-03-2024,Wednesday,Strength,66,365
U0098,28-05-2024,Tuesday,Yoga,84,263
U0276,15-02-2024,Thursday,Strength,29,407
U0075,28-03-2024,Thursday,HIIT,65,782
U0315,25-05-2024,Saturday,Running,61,415
U0342,11-03-2024,Monday,Running,83,414
U0075,04-01-2024,Thursday,Yoga,51,243
U0283,25-05-2024,Saturday,Cycling,72,515
U0455,09-04-2024,Tuesday,Walking,53,193
U0461,01-03-2024,Friday,Yoga,89,297
U0408,17-05-2024,Friday,HIIT,36,510
U0414,03-06-2024,Monday,Cycling,64,580
U0295,14-01-2024,Sunday,Strength,76,233
U0287,24-04-2024,Wednesday,HIIT,27,382
U0034,11-03-2024,Monday,HIIT,52,570
U0203,25-02-2024,Sunday,Walking,77,159
U0292,10-05-2024,Friday,Strength,38,500
U0498,05-06-2024,Wednesday,Running,65,600
U0374,11-02-2024,Sunday,Walking,44,226
U0374,31-01-2024,Wednesday,Yoga,31,266
U0196,27-06-2024,Thursday,Strength,37,359
U0363,20-04-2024,Saturday,Yoga,83,186
U0180,14-06-2024,Friday,Walking,30,105
U0451,04-06-2024,Tuesday,Running,27,649
U0007,02-01-2024,Tuesday,Yoga,69,265
U0490,14-02-2024,Wednesday,Cycling,83,524
U0308,05-04-2024,Friday,HIIT,42,766
U0016,08-06-2024,Saturday,Running,88,361
U0303,12-05-2024,Sunday,Cycling,32,348
U0481,26-04-2024,Friday,Walking,90,186
U0127,03-04-2024,Wednesday,Cycling,50,346
U0470,02-05-2024,Thursday,Walking,32,244
U0295,28-06-2024,Friday,HIIT,86,494
U0070,24-04-2024,Wednesday,Cycling,57,468
U0252,07-01-2024,Sunday,Strength,33,399
U0403,14-03-2024,Thursday,Walking,27,250
U0383,26-05-2024,Sunday,HIIT,42,364
U0495,18-03-2024,Monday,Strength,44,422
U0269,15-02-2024,Thursday,HIIT,67,584
U0457,26-02-2024,Monday,Walking,60,103
U0024,07-04-2024,Sunday,Cycling,34,252
U0424,28-02-2024,Wednesday,Yoga,71,156
U0452,18-04-2024,Thursday,Walking,59,102
U0213,15-04-2024,Monday,Strength,55,205
U0022,27-06-2024,Thursday,Strength,36,258
U0462,05-05-2024,Sunday,Running,43,574
U0146,17-05-2024,Friday,Yoga,56,147
U0487,23-01-2024,Tuesday,HIIT,83,590
U0056,29-01-2024,Monday,Cycling,24,344
U0316,04-04-2024,Thursday,Strength,38,457
U0394,23-02-2024,Friday,Walking,60,164
U0472,14-02-2024,Wednesday,Yoga,79,134
U0485,15-03-2024,Friday,HIIT,28,521
U0013,22-04-2024,Monday,Running,51,608
U0281,22-03-2024,Friday,Running,34,650
U0317,13-02-2024,Tuesday,Walking,61,159
U0004,07-04-2024,Sunday,Running,27,498
U0289,19-05-2024,Sunday,Running,22,632
U0231,01-03-2024,Friday,Walking,82,139
U0233,17-05-2024,Friday,Yoga,48,283
U0452,11-02-2024,Sunday,Yoga,22,156
U0364,18-05-2024,Saturday,Cycling,71,570
U0453,16-04-2024,Tuesday,Strength,77,386
U0341,12-04-2024,Friday,Cycling,87,375
U0486,17-06-2024,Monday,HIIT,66,679
U0110,10-04-2024,Wednesday,Cycling,80,527
U0027,21-02-2024,Wednesday,Cycling,63,330
U0093,23-04-2024,Tuesday,Running,46,497
U0394,09-02-2024,Friday,Walking,71,219
U0126,03-02-2024,Saturday,Strength,60,218
U0403,17-01-2024,Wednesday,Running,22,304
U0104,08-02-2024,Thursday,Cycling,59,435
U0244,27-03-2024,Wednesday,Walking,42,138
U0084,16-04-2024,Tuesday,Running,88,616
U0359,12-03-2024,Tuesday,Walking,51,110
U0070,07-04-2024,Sunday,Strength,68,500
U0477,22-04-2024,Monday,HIIT,43,526
U0044,04-04-2024,Thursday,Running,42,369
U0479,20-06-2024,Thursday,Cycling,61,292
U0087,03-04-2024,Wednesday,Yoga,44,253
U0464,12-02-2024,Monday,Running,50,658
U0021,10-03-2024,Sunday,Walking,78,133
U0447,08-06-2024,Saturday,Running,22,454
U0019,26-06-2024,Wednesday,Walking,54,231
U0438,18-04-2024,Thursday,Strength,63,482
U0145,09-03-2024,Saturday,Running,77,643
U0459,30-01-2024,Tuesday,Running,36,690
U0034,09-02-2024,Friday,HIIT,50,720
U0378,28-03-2024,Thursday,HIIT,29,673
U0403,19-06-2024,Wednesday,Running,35,328
U0368,24-01-2024,Wednesday,Running,75,651
U0199,23-03-2024,Saturday,Walking,87,147
U0241,14-03-2024,Thursday,Walking,27,145
U0499,20-02-2024,Tuesday,Yoga,38,168
U0097,17-02-2024,Saturday,Yoga,49,282
U0260,12-06-2024,Wednesday,Yoga,47,208
U0336,23-06-2024,Sunday,Yoga,56,136
U0177,16-01-2024,Tuesday,HIIT,75,731
U0164,30-05-2024,Thursday,Yoga,28,201
U0190,07-05-2024,Tuesday,Yoga,82,168
U0022,25-06-2024,Tuesday,Yoga,72,203
U0232,09-02-2024,Friday,Cycling,69,262
U0205,03-04-2024,Wednesday,Running,75,638
U0009,10-04-2024,Wednesday,Strength,39,211
U0082,18-03-2024,Monday,HIIT,55,571
U0486,10-02-2024,Saturday,Strength,27,365
U0312,15-03-2024,Friday,Cycling,50,503
U0490,19-03-2024,Tuesday,Walking,40,131
U0307,03-02-2024,Saturday,HIIT,56,539
U0497,01-05-2024,Wednesday,Running,22,528
U0353,29-02-2024,Thursday,Yoga,80,207
U0358,19-02-2024,Monday,Cycling,61,573
U0417,04-03-2024,Monday,Strength,80,248
U0320,23-03-2024,Saturday,Running,87,551
U0200,19-02-2024,Monday,Yoga,38,241
U0168,01-04-2024,Monday,HIIT,81,598
U0310,17-05-2024,Friday,Cycling,44,559
U0377,19-02-2024,Monday,HIIT,84,708
U0153,07-03-2024,Thursday,Cycling,38,262
U0239,07-02-2024,Wednesday,Strength,68,427
U0056,11-03-2024,Monday,Strength,55,345
U0066,23-03-2024,Saturday,Running,35,326
U0162,06-04-2024,Saturday,HIIT,23,552
U0168,05-06-2024,Wednesday,Running,56,465
U0371,03-02-2024,Saturday,Strength,28,252
U0482,01-03-2024,Friday,Running,66,482
U0253,12-04-2024,Friday,HIIT,27,705
U0281,23-01-2024,Tuesday,Cycling,77,309
U0331,23-06-2024,Sunday,HIIT,23,595
U0022,26-02-2024,Monday,Cycling,39,506
U0010,10-05-2024,Friday,Yoga,83,298
U0021,21-02-2024,Wednesday,HIIT,24,353
U0360,21-01-2024,Sunday,HIIT,67,427
U0004,09-06-2024,Sunday,Walking,56,140
U0428,21-02-2024,Wednesday,HIIT,52,551
U0334,14-03-2024,Thursday,Strength,23,462
U0105,17-02-2024,Saturday,Running,25,498
U0377,17-03-2024,Sunday,Walking,47,158
U0291,05-03-2024,Tuesday,Cycling,85,408
U0441,26-03-2024,Tuesday,Cycling,83,448
U0472,05-05-2024,Sunday,Strength,56,254
U0318,13-01-2024,Saturday,Running,55,300
U0493,10-02-2024,Saturday,Running,26,488
U0039,12-03-2024,Tuesday,Strength,22,354
